--------------
C:\Users\mcmar\source\repos\betting\Betting\bin\Release>Betting.exe -u -e --league=Championship -y=2018 -r=9 > ..\..\..\OutputData\dataII1Championship.txt
--------------


 R2 values  1 0.54, X 0.37, 2 0.18 metric 7571 

 R2 values  1 0.70, X 0.47, 2 0.11 metric 5078 

 R2 values  1 0.55, X 0.50, 2 0.08 metric 182 

 R2 values  1 0.79, X 0.74, 2 0.07 metric 209 

 R2 values  1 0.61, X 0.42, 2 0.23 metric 2568 

 R2 values  1 0.51, X 0.68, 2 0.01 metric 193 

 R2 values  1 0.65, X 0.39, 2 0.22 metric 5079 

 R2 values  1 0.65, X 0.70, 2 0.31 metric 210 

 R2 values  1 0.61, X 0.58, 2 0.05 metric 183 

 R2 values  1 0.50, X 0.43, 2 0.20 metric 7572 

