--------------
C:\Users\mcmar\source\repos\betting\Betting\bin\Release>Betting.exe -u -e --league=Championship -y=2018 -r=9 > ..\..\..\OutputData\dataII1Championship.txt
--------------



 R2 values  1 0.49, X 0.46, 2 0.16 metric 7733 

 R2 values  1 0.51, X 0.40, 2 0.24 metric 717 

 R2 values  1 0.84, X 0.75, 2 0.32 metric 710 

 R2 values  1 0.57, X 0.65, 2 0.08 metric 2731 

 R2 values  1 0.50, X 0.37, 2 0.06 metric 695 

 R2 values  1 0.43, X 0.61, 2 0.04 metric 7734 

 R2 values  1 0.47, X 0.36, 2 0.27 metric 718 

 R2 values  1 0.66, X 0.79, 2 0.06 metric 711 

 R2 values  1 0.28, X 0.12, 2 0.28 metric 696 

 R2 values  1 0.49, X 0.55, 2 0.06 metric 2732 

 R2 values  1 0.55, X 0.34, 2 0.09 metric 7735 

 R2 values  1 0.54, X 0.30, 2 0.16 metric 719 

 R2 values  1 0.65, X 0.74, 2 0.02 metric 712 

 R2 values  1 0.41, X 0.18, 2 0.18 metric 697 

 R2 values  1 0.84, X 0.73, 2 0.09 metric 720 

 R2 values  1 0.58, X 0.53, 2 0.06 metric 2733 

 R2 values  1 0.65, X 0.57, 2 0.15 metric 713 

 R2 values  1 0.54, X 0.36, 2 0.05 metric 7736 

 R2 values  1 0.42, X 0.18, 2 0.15 metric 698 

 R2 values  1 0.77, X 0.75, 2 0.05 metric 721 

 R2 values  1 0.76, X 0.66, 2 0.13 metric 714 

 R2 values  1 0.43, X 0.64, 2 0.03 metric 2734 

 R2 values  1 0.45, X 0.58, 2 0.03 metric 722 

 R2 values  1 0.50, X 0.34, 2 0.26 metric 747 

 R2 values  1 0.76, X 0.68, 2 0.05 metric 731 

 R2 values  1 0.34, X 0.36, 2 0.00 metric 7737 

 R2 values  1 0.36, X 0.35, 2 0.08 metric 2735 

 R2 values  1 0.72, X 0.67, 2 0.09 metric 723 

 R2 values  1 0.43, X 0.22, 2 0.28 metric 748 

 R2 values  1 0.58, X 0.61, 2 0.02 metric 732 

 R2 values  1 0.37, X 0.26, 2 0.01 metric 7738 

 R2 values  1 0.58, X 0.48, 2 0.07 metric 724 

 R2 values  1 0.51, X 0.21, 2 0.22 metric 2736 

 R2 values  1 0.64, X 0.63, 2 0.11 metric 733 

 R2 values  1 0.58, X 0.23, 2 0.14 metric 749 

 R2 values  1 0.55, X 0.41, 2 0.08 metric 725 

 R2 values  1 0.36, X 0.26, 2 0.06 metric 7739 

 R2 values  1 0.76, X 0.75, 2 0.13 metric 750 

 R2 values  1 0.61, X 0.49, 2 0.13 metric 734 

 R2 values  1 0.54, X 0.44, 2 0.20 metric 2737 

 R2 values  1 0.60, X 0.38, 2 0.22 metric 726 

 R2 values  1 0.46, X 0.58, 2 0.04 metric 7740 

 R2 values  1 0.69, X 0.66, 2 0.13 metric 751 

 R2 values  1 0.61, X 0.40, 2 0.15 metric 735 

 R2 values  1 0.49, X 0.46, 2 0.19 metric 2738 

 R2 values  1 0.59, X 0.43, 2 0.21 metric 727 

 R2 values  1 0.72, X 0.39, 2 0.16 metric 7741 

 R2 values  1 0.48, X 0.60, 2 0.01 metric 752 

 R2 values  1 0.57, X 0.29, 2 0.18 metric 736 

 R2 values  1 0.56, X 0.37, 2 0.32 metric 2739 

 R2 values  1 0.54, X 0.27, 2 0.19 metric 728 

 R2 values  1 0.60, X 0.46, 2 0.18 metric 7742 

 R2 values  1 0.67, X 0.58, 2 0.15 metric 753 

 R2 values  1 0.45, X 0.46, 2 0.13 metric 737 

 R2 values  1 0.70, X 0.56, 2 0.09 metric 2740 

 R2 values  1 0.71, X 0.28, 2 0.09 metric 729 

 R2 values  1 0.32, X 0.40, 2 0.05 metric 7743 

 R2 values  1 0.66, X 0.44, 2 0.19 metric 754 

 R2 values  1 0.72, X 0.49, 2 0.26 metric 738 

 R2 values  1 0.73, X 0.72, 2 0.08 metric 730 

 R2 values  1 0.57, X 0.58, 2 0.07 metric 2741 

 R2 values  1 0.36, X 0.14, 2 0.34 metric 755 

 R2 values  1 0.55, X 0.48, 2 0.13 metric 7744 

 R2 values  1 0.44, X 0.33, 2 0.18 metric 739 

 R2 values  1 0.52, X 0.66, 2 0.04 metric 2742 

 R2 values  1 0.39, X 0.45, 2 0.03 metric 763 

 R2 values  1 0.30, X 0.29, 2 0.08 metric 7745 

 R2 values  1 0.43, X 0.19, 2 0.25 metric 756 

 R2 values  1 0.60, X 0.50, 2 0.02 metric 740 

 R2 values  1 0.50, X 0.39, 2 0.18 metric 764 

 R2 values  1 0.47, X 0.18, 2 0.36 metric 757 

 R2 values  1 0.63, X 0.67, 2 0.00 metric 2743 

 R2 values  1 0.47, X 0.30, 2 0.07 metric 7746 

 R2 values  1 0.71, X 0.62, 2 0.03 metric 741 

 R2 values  1 0.49, X 0.18, 2 0.20 metric 758 

 R2 values  1 0.56, X 0.33, 2 0.25 metric 765 

 R2 values  1 0.50, X 0.39, 2 0.23 metric 2744 

 R2 values  1 0.43, X 0.25, 2 0.21 metric 759 

 R2 values  1 0.25, X 0.22, 2 0.02 metric 7747 

 R2 values  1 0.34, X 0.24, 2 0.10 metric 766 

 R2 values  1 0.60, X 0.68, 2 0.01 metric 742 

 R2 values  1 0.59, X 0.44, 2 0.14 metric 2745 

 R2 values  1 0.63, X 0.62, 2 0.14 metric 760 

 R2 values  1 0.34, X 0.25, 2 0.19 metric 767 

 R2 values  1 0.67, X 0.53, 2 0.04 metric 743 

 R2 values  1 0.23, X 0.11, 2 0.05 metric 7748 

 R2 values  1 0.32, X 0.18, 2 0.08 metric 2746 

 R2 values  1 0.68, X 0.44, 2 0.12 metric 761 

 R2 values  1 0.39, X 0.16, 2 0.17 metric 768 

 R2 values  1 0.55, X 0.42, 2 0.20 metric 744 

 R2 values  1 0.28, X 0.08, 2 0.05 metric 7749 

 R2 values  1 0.46, X 0.32, 2 0.15 metric 2747 

 R2 values  1 0.58, X 0.58, 2 0.03 metric 762 

 R2 values  1 0.30, X 0.10, 2 0.18 metric 769 

 R2 values  1 0.60, X 0.46, 2 0.07 metric 7750 

 R2 values  1 0.53, X 0.34, 2 0.06 metric 2748 

 R2 values  1 0.54, X 0.33, 2 0.22 metric 745 

 R2 values  1 0.19, X 0.15, 2 0.16 metric 779 

 R2 values  1 0.79, X 0.50, 2 0.18 metric 770 

 R2 values  1 0.24, X 0.19, 2 0.03 metric 2749 

 R2 values  1 0.55, X 0.35, 2 0.20 metric 7751 

 R2 values  1 0.52, X 0.26, 2 0.19 metric 746 

 R2 values  1 0.50, X 0.44, 2 0.06 metric 771 

 R2 values  1 0.69, X 0.57, 2 0.12 metric 780 

 R2 values  1 0.59, X 0.49, 2 0.10 metric 2750 

 R2 values  1 0.59, X 0.36, 2 0.38 metric 7752 

 R2 values  1 0.42, X 0.29, 2 0.12 metric 795 

 R2 values  1 0.57, X 0.43, 2 0.07 metric 772 

 R2 values  1 0.74, X 0.55, 2 0.20 metric 781 

 R2 values  1 0.40, X 0.09, 2 0.27 metric 796 

 R2 values  1 0.49, X 0.41, 2 0.11 metric 7753 

 R2 values  1 0.57, X 0.37, 2 0.15 metric 2751 

 R2 values  1 0.49, X 0.48, 2 0.04 metric 773 

 R2 values  1 0.61, X 0.48, 2 0.11 metric 782 

 R2 values  1 0.38, X 0.06, 2 0.14 metric 797 

 R2 values  1 0.50, X 0.20, 2 0.14 metric 7754 

 R2 values  1 0.61, X 0.66, 2 0.24 metric 2752 

 R2 values  1 0.54, X 0.34, 2 0.21 metric 774 

 R2 values  1 0.56, X 0.53, 2 0.05 metric 783 

 R2 values  1 0.41, X 0.08, 2 0.22 metric 798 

 R2 values  1 0.55, X 0.21, 2 0.23 metric 7755 

 R2 values  1 0.62, X 0.26, 2 0.21 metric 775 

 R2 values  1 0.72, X 0.64, 2 0.18 metric 2753 

 R2 values  1 0.45, X 0.44, 2 0.05 metric 784 

 R2 values  1 0.37, X 0.06, 2 0.16 metric 799 

 R2 values  1 0.32, X 0.10, 2 0.24 metric 7756 

 R2 values  1 0.31, X 0.26, 2 0.06 metric 785 

 R2 values  1 0.49, X 0.26, 2 0.21 metric 2754 

 R2 values  1 0.56, X 0.21, 2 0.16 metric 776 

 R2 values  1 0.70, X 0.66, 2 0.13 metric 800 

 R2 values  1 0.17, X 0.05, 2 0.12 metric 786 

 R2 values  1 0.71, X 0.68, 2 0.05 metric 801 

 R2 values  1 0.43, X 0.17, 2 0.22 metric 2755 

 R2 values  1 0.47, X 0.24, 2 0.10 metric 7757 

 R2 values  1 0.60, X 0.21, 2 0.21 metric 777 

 R2 values  1 0.83, X 0.69, 2 0.09 metric 802 

 R2 values  1 0.33, X 0.12, 2 0.16 metric 787 

 R2 values  1 0.24, X 0.07, 2 0.14 metric 7758 

 R2 values  1 0.80, X 0.66, 2 0.33 metric 803 

 R2 values  1 0.37, X 0.08, 2 0.21 metric 2756 

 R2 values  1 0.48, X 0.20, 2 0.31 metric 778 

 R2 values  1 0.51, X 0.18, 2 0.39 metric 788 

 R2 values  1 0.80, X 0.70, 2 0.34 metric 804 

 R2 values  1 0.22, X 0.10, 2 0.08 metric 7759 

 R2 values  1 0.65, X 0.69, 2 0.14 metric 811 

 R2 values  1 0.66, X 0.25, 2 0.32 metric 2757 

 R2 values  1 0.78, X 0.46, 2 0.22 metric 805 

 R2 values  1 0.21, X 0.09, 2 0.16 metric 789 

 R2 values  1 0.79, X 0.63, 2 0.14 metric 812 

 R2 values  1 0.72, X 0.44, 2 0.30 metric 806 

 R2 values  1 0.52, X 0.38, 2 0.13 metric 7760 

 R2 values  1 0.57, X 0.25, 2 0.17 metric 2758 

 R2 values  1 0.58, X 0.47, 2 0.19 metric 790 

 R2 values  1 0.68, X 0.46, 2 0.25 metric 813 

 R2 values  1 0.64, X 0.32, 2 0.18 metric 807 

 R2 values  1 0.53, X 0.43, 2 0.22 metric 791 

 R2 values  1 0.55, X 0.30, 2 0.11 metric 7761 

 R2 values  1 0.35, X 0.15, 2 0.25 metric 2759 

 R2 values  1 0.51, X 0.54, 2 0.18 metric 814 

 R2 values  1 0.62, X 0.37, 2 0.19 metric 808 

 R2 values  1 0.40, X 0.42, 2 0.10 metric 792 

 R2 values  1 0.50, X 0.25, 2 0.19 metric 7762 

 R2 values  1 0.60, X 0.61, 2 0.12 metric 2760 

 R2 values  1 0.64, X 0.54, 2 0.22 metric 815 

 R2 values  1 0.61, X 0.32, 2 0.32 metric 809 

 R2 values  1 0.37, X 0.38, 2 0.06 metric 793 

 R2 values  1 0.28, X 0.29, 2 0.06 metric 7763 

 R2 values  1 0.74, X 0.28, 2 0.42 metric 816 

 R2 values  1 0.67, X 0.53, 2 0.09 metric 2761 

 R2 values  1 0.77, X 0.81, 2 0.09 metric 810 

 R2 values  1 0.46, X 0.30, 2 0.10 metric 794 

 R2 values  1 0.56, X 0.48, 2 0.43 metric 817 

 R2 values  1 0.21, X 0.14, 2 0.05 metric 7764 

 R2 values  1 0.45, X 0.30, 2 0.09 metric 2762 

 R2 values  1 0.39, X 0.28, 2 0.23 metric 827 

 R2 values  1 0.62, X 0.62, 2 0.04 metric 843 

 R2 values  1 0.61, X 0.27, 2 0.30 metric 818 

 R2 values  1 0.37, X 0.33, 2 0.12 metric 7765 

 R2 values  1 0.43, X 0.30, 2 0.08 metric 2763 

 R2 values  1 0.55, X 0.34, 2 0.16 metric 828 

 R2 values  1 0.52, X 0.63, 2 0.06 metric 844 

 R2 values  1 0.56, X 0.41, 2 0.22 metric 819 

 R2 values  1 0.34, X 0.22, 2 0.11 metric 7766 

 R2 values  1 0.42, X 0.30, 2 0.18 metric 829 

 R2 values  1 0.43, X 0.46, 2 0.11 metric 2764 

 R2 values  1 0.40, X 0.37, 2 0.11 metric 845 

 R2 values  1 0.82, X 0.66, 2 0.26 metric 830 

 R2 values  1 0.84, X 0.79, 2 0.30 metric 820 

 R2 values  1 0.60, X 0.34, 2 0.16 metric 846 

 R2 values  1 0.29, X 0.11, 2 0.24 metric 7767 

 R2 values  1 0.32, X 0.17, 2 0.13 metric 2765 

 R2 values  1 0.66, X 0.66, 2 0.09 metric 831 

 R2 values  1 0.83, X 0.77, 2 0.22 metric 821 

 R2 values  1 0.50, X 0.32, 2 0.16 metric 847 

 R2 values  1 0.41, X 0.11, 2 0.05 metric 7768 

 R2 values  1 0.66, X 0.53, 2 0.07 metric 832 

 R2 values  1 0.32, X 0.11, 2 0.32 metric 2766 

 R2 values  1 0.70, X 0.59, 2 0.04 metric 822 

 R2 values  1 0.61, X 0.61, 2 0.02 metric 833 

 R2 values  1 0.45, X 0.32, 2 0.20 metric 848 

 R2 values  1 0.33, X 0.12, 2 0.18 metric 7769 

 R2 values  1 0.36, X 0.11, 2 0.11 metric 2767 

 R2 values  1 0.72, X 0.65, 2 0.09 metric 823 

 R2 values  1 0.54, X 0.51, 2 0.07 metric 834 

 R2 values  1 0.53, X 0.24, 2 0.28 metric 849 

 R2 values  1 0.00, X 0.00, 2 0.00 metric 7770 

 R2 values  1 0.45, X 0.45, 2 0.11 metric 824 

 R2 values  1 0.44, X 0.13, 2 0.23 metric 2768 

 R2 values  1 0.66, X 0.55, 2 0.09 metric 835 

 R2 values  1 0.63, X 0.61, 2 0.04 metric 850 

 R2 values  1 0.45, X 0.56, 2 0.09 metric 825 

 R2 values  1 0.56, X 0.29, 2 0.11 metric 7771 

 R2 values  1 0.33, X 0.11, 2 0.23 metric 2769 

 R2 values  1 0.66, X 0.51, 2 0.23 metric 836 

 R2 values  1 0.65, X 0.44, 2 0.20 metric 851 

 R2 values  1 0.62, X 0.49, 2 0.25 metric 826 

 R2 values  1 0.66, X 0.45, 2 0.15 metric 2770 

 R2 values  1 0.59, X 0.38, 2 0.26 metric 7772 

 R2 values  1 0.56, X 0.39, 2 0.08 metric 837 

 R2 values  1 0.68, X 0.46, 2 0.14 metric 852 

 R2 values  1 0.47, X 0.30, 2 0.16 metric 859 

 R2 values  1 0.47, X 0.37, 2 0.10 metric 838 

 R2 values  1 0.46, X 0.24, 2 0.10 metric 2771 

 R2 values  1 0.57, X 0.44, 2 0.11 metric 7773 

 R2 values  1 0.76, X 0.59, 2 0.09 metric 860 

 R2 values  1 0.68, X 0.49, 2 0.47 metric 853 

 R2 values  1 0.61, X 0.40, 2 0.12 metric 839 

 R2 values  1 0.51, X 0.44, 2 0.16 metric 2772 

 R2 values  1 0.30, X 0.32, 2 0.04 metric 7774 

 R2 values  1 0.65, X 0.36, 2 0.21 metric 861 

 R2 values  1 0.52, X 0.30, 2 0.18 metric 854 

 R2 values  1 0.64, X 0.63, 2 0.11 metric 840 

 R2 values  1 0.59, X 0.42, 2 0.15 metric 2773 

 R2 values  1 0.53, X 0.55, 2 0.09 metric 862 

 R2 values  1 0.42, X 0.16, 2 0.21 metric 7775 

 R2 values  1 0.46, X 0.29, 2 0.29 metric 855 

 R2 values  1 0.66, X 0.56, 2 0.04 metric 841 

 R2 values  1 0.45, X 0.39, 2 0.14 metric 863 

 R2 values  1 0.38, X 0.27, 2 0.15 metric 2774 

 R2 values  1 0.57, X 0.28, 2 0.25 metric 856 

 R2 values  1 0.36, X 0.13, 2 0.14 metric 7776 

 R2 values  1 0.65, X 0.54, 2 0.09 metric 842 

 R2 values  1 0.41, X 0.25, 2 0.13 metric 864 

 R2 values  1 0.33, X 0.18, 2 0.18 metric 2775 

 R2 values  1 0.52, X 0.20, 2 0.22 metric 857 

 R2 values  1 0.48, X 0.14, 2 0.22 metric 7777 

 R2 values  1 0.43, X 0.28, 2 0.18 metric 865 

 R2 values  1 0.31, X 0.16, 2 0.09 metric 875 

 R2 values  1 0.43, X 0.20, 2 0.26 metric 858 

 R2 values  1 0.34, X 0.10, 2 0.21 metric 2776 

 R2 values  1 0.44, X 0.17, 2 0.19 metric 866 

 R2 values  1 0.42, X 0.15, 2 0.13 metric 7778 

 R2 values  1 0.44, X 0.34, 2 0.18 metric 891 

 R2 values  1 0.35, X 0.07, 2 0.26 metric 876 

 R2 values  1 0.41, X 0.20, 2 0.15 metric 867 

 R2 values  1 0.33, X 0.09, 2 0.33 metric 2777 

 R2 values  1 0.45, X 0.32, 2 0.23 metric 892 

 R2 values  1 0.32, X 0.04, 2 0.30 metric 7779 

 R2 values  1 0.42, X 0.19, 2 0.22 metric 877 

 R2 values  1 0.33, X 0.17, 2 0.22 metric 868 

 R2 values  1 0.49, X 0.11, 2 0.33 metric 2778 

 R2 values  1 0.39, X 0.36, 2 0.09 metric 893 

 R2 values  1 0.57, X 0.41, 2 0.19 metric 7780 

 R2 values  1 0.46, X 0.23, 2 0.26 metric 878 

 R2 values  1 0.39, X 0.26, 2 0.09 metric 869 

 R2 values  1 0.37, X 0.18, 2 0.05 metric 894 

 R2 values  1 0.33, X 0.12, 2 0.12 metric 2779 

 R2 values  1 0.35, X 0.30, 2 0.08 metric 879 

 R2 values  1 0.66, X 0.44, 2 0.09 metric 870 

 R2 values  1 0.57, X 0.31, 2 0.12 metric 7781 

 R2 values  1 0.50, X 0.33, 2 0.12 metric 895 

 R2 values  1 0.55, X 0.45, 2 0.23 metric 880 

 R2 values  1 0.64, X 0.48, 2 0.12 metric 2780 

 R2 values  1 0.66, X 0.59, 2 0.25 metric 871 

 R2 values  1 0.56, X 0.35, 2 0.06 metric 7782 

 R2 values  1 0.43, X 0.15, 2 0.35 metric 896 

 R2 values  1 0.70, X 0.29, 2 0.49 metric 881 

 R2 values  1 0.56, X 0.43, 2 0.17 metric 2781 

 R2 values  1 0.46, X 0.38, 2 0.10 metric 872 

 R2 values  1 0.45, X 0.33, 2 0.08 metric 7783 

 R2 values  1 0.28, X 0.14, 2 0.07 metric 897 

 R2 values  1 0.56, X 0.44, 2 0.09 metric 882 

 R2 values  1 0.51, X 0.48, 2 0.11 metric 2782 

 R2 values  1 0.51, X 0.36, 2 0.11 metric 873 

 R2 values  1 0.50, X 0.19, 2 0.17 metric 898 

 R2 values  1 0.29, X 0.23, 2 0.07 metric 7784 

 R2 values  1 0.42, X 0.30, 2 0.10 metric 883 

 R2 values  1 0.61, X 0.54, 2 0.14 metric 2783 

 R2 values  1 0.32, X 0.09, 2 0.13 metric 899 

 R2 values  1 0.44, X 0.29, 2 0.15 metric 874 

 R2 values  1 0.50, X 0.10, 2 0.28 metric 7785 

 R2 values  1 0.32, X 0.25, 2 0.18 metric 884 

 R2 values  1 0.43, X 0.26, 2 0.12 metric 2784 

 R2 values  1 0.64, X 0.46, 2 0.30 metric 907 

 R2 values  1 0.74, X 0.70, 2 0.16 metric 900 

 R2 values  1 0.40, X 0.24, 2 0.23 metric 908 

 R2 values  1 0.51, X 0.21, 2 0.18 metric 885 

 R2 values  1 0.21, X 0.15, 2 0.08 metric 7786 

 R2 values  1 0.81, X 0.74, 2 0.08 metric 901 

 R2 values  1 0.26, X 0.18, 2 0.08 metric 2785 

 R2 values  1 0.81, X 0.55, 2 0.17 metric 902 

 R2 values  1 0.49, X 0.24, 2 0.20 metric 909 

 R2 values  1 0.43, X 0.16, 2 0.32 metric 886 

 R2 values  1 0.40, X 0.10, 2 0.22 metric 7787 

 R2 values  1 0.82, X 0.58, 2 0.20 metric 903 

 R2 values  1 0.78, X 0.74, 2 0.23 metric 910 

 R2 values  1 0.41, X 0.08, 2 0.26 metric 2786 

 R2 values  1 0.38, X 0.25, 2 0.18 metric 887 

 R2 values  1 0.69, X 0.66, 2 0.20 metric 911 

 R2 values  1 0.69, X 0.54, 2 0.24 metric 904 

 R2 values  1 0.23, X 0.03, 2 0.19 metric 7788 

 R2 values  1 0.41, X 0.10, 2 0.17 metric 2787 

 R2 values  1 0.77, X 0.67, 2 0.14 metric 912 

 R2 values  1 0.53, X 0.28, 2 0.30 metric 888 

 R2 values  1 0.57, X 0.42, 2 0.34 metric 905 

 R2 values  1 0.65, X 0.49, 2 0.15 metric 913 

 R2 values  1 0.72, X 0.25, 2 0.25 metric 889 

 R2 values  1 0.72, X 0.38, 2 0.42 metric 906 

 R2 values  1 0.32, X 0.07, 2 0.21 metric 7789 

 R2 values  1 0.34, X 0.09, 2 0.21 metric 2788 

 R2 values  1 0.42, X 0.30, 2 0.20 metric 890 

 R2 values  1 0.55, X 0.37, 2 0.20 metric 923 

 R2 values  1 0.66, X 0.42, 2 0.27 metric 914 

 R2 values  1 0.61, X 0.21, 2 0.39 metric 7790 

 R2 values  1 0.29, X 0.04, 2 0.28 metric 2789 

 R2 values  1 0.33, X 0.50, 2 0.06 metric 939 

 R2 values  1 0.52, X 0.38, 2 0.20 metric 924 

 R2 values  1 0.72, X 0.37, 2 0.24 metric 915 

 R2 values  1 0.53, X 0.14, 2 0.31 metric 7791 

 R2 values  1 0.69, X 0.55, 2 0.16 metric 2790 

 R2 values  1 0.45, X 0.53, 2 0.11 metric 940 

 R2 values  1 0.61, X 0.36, 2 0.26 metric 925 

 R2 values  1 0.65, X 0.23, 2 0.46 metric 916 

 R2 values  1 0.35, X 0.10, 2 0.20 metric 7792 

 R2 values  1 0.57, X 0.45, 2 0.17 metric 941 

 R2 values  1 0.61, X 0.38, 2 0.15 metric 2791 

 R2 values  1 0.58, X 0.23, 2 0.38 metric 926 

 R2 values  1 0.53, X 0.46, 2 0.29 metric 917 

 R2 values  1 0.55, X 0.42, 2 0.16 metric 942 

 R2 values  1 0.61, X 0.14, 2 0.18 metric 7793 

 R2 values  1 0.58, X 0.59, 2 0.10 metric 2792 

 R2 values  1 0.44, X 0.30, 2 0.20 metric 927 

 R2 values  1 0.59, X 0.41, 2 0.23 metric 918 

 R2 values  1 0.36, X 0.34, 2 0.12 metric 943 

 R2 values  1 0.43, X 0.33, 2 0.14 metric 928 

 R2 values  1 0.43, X 0.32, 2 0.14 metric 2793 

 R2 values  1 0.27, X 0.11, 2 0.18 metric 944 

 R2 values  1 0.37, X 0.11, 2 0.18 metric 7794 

 R2 values  1 0.43, X 0.32, 2 0.12 metric 919 

 R2 values  1 0.79, X 0.70, 2 0.10 metric 920 

 R2 values  1 0.44, X 0.30, 2 0.19 metric 2794 

 R2 values  1 0.46, X 0.27, 2 0.13 metric 945 

 R2 values  1 0.45, X 0.07, 2 0.33 metric 7795 

 R2 values  1 0.48, X 0.25, 2 0.04 metric 929 

 R2 values  1 0.73, X 0.64, 2 0.13 metric 921 

 R2 values  1 0.25, X 0.14, 2 0.08 metric 2795 

 R2 values  1 0.72, X 0.62, 2 0.30 metric 930 

 R2 values  1 0.64, X 0.14, 2 0.31 metric 946 

 R2 values  1 0.22, X 0.07, 2 0.19 metric 7796 

 R2 values  1 0.54, X 0.57, 2 0.17 metric 922 

 R2 values  1 0.65, X 0.62, 2 0.13 metric 931 

 R2 values  1 0.46, X 0.43, 2 0.16 metric 947 

 R2 values  1 0.33, X 0.13, 2 0.18 metric 2796 

 R2 values  1 0.46, X 0.37, 2 0.24 metric 955 

 R2 values  1 0.20, X 0.04, 2 0.19 metric 7797 

 R2 values  1 0.56, X 0.43, 2 0.09 metric 932 

 R2 values  1 0.32, X 0.14, 2 0.23 metric 948 

 R2 values  1 0.49, X 0.20, 2 0.16 metric 956 

 R2 values  1 0.35, X 0.09, 2 0.26 metric 2797 

 R2 values  1 0.65, X 0.63, 2 0.08 metric 933 

 R2 values  1 0.23, X 0.02, 2 0.17 metric 7798 

 R2 values  1 0.39, X 0.35, 2 0.10 metric 957 

 R2 values  1 0.34, X 0.19, 2 0.25 metric 949 

 R2 values  1 0.49, X 0.34, 2 0.12 metric 934 

 R2 values  1 0.32, X 0.03, 2 0.18 metric 2798 

 R2 values  1 0.31, X 0.14, 2 0.11 metric 7799 

 R2 values  1 0.44, X 0.36, 2 0.19 metric 950 

 R2 values  1 0.51, X 0.50, 2 0.01 metric 935 

 R2 values  1 0.57, X 0.48, 2 0.16 metric 958 

 R2 values  1 0.18, X 0.01, 2 0.28 metric 2799 

 R2 values  1 0.63, X 0.55, 2 0.14 metric 7800 

 R2 values  1 0.54, X 0.28, 2 0.17 metric 936 

 R2 values  1 0.66, X 0.56, 2 0.13 metric 951 

 R2 values  1 0.59, X 0.32, 2 0.18 metric 959 

 R2 values  1 0.85, X 0.82, 2 0.14 metric 2800 

 R2 values  1 0.48, X 0.48, 2 0.11 metric 937 

 R2 values  1 0.62, X 0.56, 2 0.15 metric 7801 

 R2 values  1 0.61, X 0.37, 2 0.31 metric 952 

 R2 values  1 0.48, X 0.42, 2 0.33 metric 960 

 R2 values  1 0.79, X 0.65, 2 0.11 metric 2801 

 R2 values  1 0.47, X 0.45, 2 0.20 metric 938 

 R2 values  1 0.54, X 0.37, 2 0.21 metric 953 

 R2 values  1 0.64, X 0.47, 2 0.11 metric 7802 

 R2 values  1 0.59, X 0.30, 2 0.31 metric 961 

 R2 values  1 0.77, X 0.66, 2 0.13 metric 2802 

 R2 values  1 0.47, X 0.34, 2 0.20 metric 971 

 R2 values  1 0.32, X 0.15, 2 0.18 metric 954 

 R2 values  1 0.61, X 0.48, 2 0.17 metric 7803 

 R2 values  1 0.42, X 0.30, 2 0.28 metric 962 

 R2 values  1 0.74, X 0.70, 2 0.16 metric 2803 

 R2 values  1 0.50, X 0.43, 2 0.21 metric 972 

 R2 values  1 0.27, X 0.13, 2 0.19 metric 987 

 R2 values  1 0.57, X 0.35, 2 0.12 metric 7804 

 R2 values  1 0.39, X 0.25, 2 0.31 metric 963 

 R2 values  1 0.78, X 0.74, 2 0.13 metric 2804 

 R2 values  1 0.42, X 0.12, 2 0.22 metric 988 

 R2 values  1 0.42, X 0.28, 2 0.22 metric 973 

 R2 values  1 0.68, X 0.46, 2 0.07 metric 7805 

 R2 values  1 0.27, X 0.20, 2 0.21 metric 964 

 R2 values  1 0.64, X 0.67, 2 0.10 metric 2805 

 R2 values  1 0.36, X 0.20, 2 0.25 metric 974 

 R2 values  1 0.71, X 0.46, 2 0.19 metric 7806 

 R2 values  1 0.53, X 0.25, 2 0.32 metric 989 

 R2 values  1 0.35, X 0.16, 2 0.12 metric 965 

 R2 values  1 0.57, X 0.54, 2 0.15 metric 2806 

 R2 values  1 0.41, X 0.28, 2 0.18 metric 975 

 R2 values  1 0.34, X 0.27, 2 0.17 metric 990 

 R2 values  1 0.34, X 0.23, 2 0.09 metric 7807 

 R2 values  1 0.40, X 0.14, 2 0.21 metric 966 

 R2 values  1 0.64, X 0.34, 2 0.22 metric 2807 

 R2 values  1 0.54, X 0.35, 2 0.10 metric 991 

 R2 values  1 0.26, X 0.09, 2 0.12 metric 976 

 R2 values  1 0.31, X 0.21, 2 0.03 metric 7808 

 R2 values  1 0.30, X 0.16, 2 0.10 metric 967 

 R2 values  1 0.47, X 0.32, 2 0.13 metric 2808 

 R2 values  1 0.54, X 0.40, 2 0.15 metric 992 

 R2 values  1 0.23, X 0.07, 2 0.10 metric 977 

 R2 values  1 0.44, X 0.46, 2 0.12 metric 7809 

 R2 values  1 0.36, X 0.33, 2 0.05 metric 968 

